commodity_observed_name,category_observed_name,ore_unit_observed_name,ore_value,grade_unit_observed_name,grade_value,cutoff_grade_unit_observed_name,cutoff_grade_value,contained_metal,zone
Cobalt,inferred,tonnage,10214.0,%,0.10,NSR Canadian dollar per tonne,40,,West Ext Vein
Gold,inferred,tonnage,10214.0,g/t,0.08,NSR Canadian dollar per tonne,40,,West Ext Vein
Platinum,inferred,tonnage,10214.0,g/t,0.35,NSR Canadian dollar per tonne,40,,West Ext Vein
Palladium,inferred,tonnage,10214.0,g/t,2.37,NSR Canadian dollar per tonne,40,,West Ext Vein
Nickel,indicated,tonnage,75889.0,%,3.24,NSR Canadian dollar per tonne,40,,Massive
Copper,indicated,tonnage,75889.0,%,4.80,NSR Canadian dollar per tonne,40,,Massive
Cobalt,indicated,tonnage,75889.0,%,0.12,NSR Canadian dollar per tonne,40,,Massive
Gold,indicated,tonnage,75889.0,g/t,0.15,NSR Canadian dollar per tonne,40,,Massive
Platinum,indicated,tonnage,75889.0,g/t,1.77,NSR Canadian dollar per tonne,40,,Massive
Palladium,indicated,tonnage,75889.0,g/t,3.70,NSR Canadian dollar per tonne,40,,Massive
Nickel,indicated,tonnage,133293.0,%,0.73,NSR Canadian dollar per tonne,40,,Net
Copper,indicated,tonnage,133293.0,%,1.55,NSR Canadian dollar per tonne,40,,Net
Cobalt,indicated,tonnage,133293.0,%,0.03,NSR Canadian dollar per tonne,40,,Net
Gold,indicated,tonnage,133293.0,g/t,0.06,NSR Canadian dollar per tonne,40,,Net
Platinum,indicated,tonnage,133293.0,g/t,0.43,NSR Canadian dollar per tonne,40,,Net
Palladium,indicated,tonnage,133293.0,g/t,1.79,NSR Canadian dollar per tonne,40,,Net
Nickel,inferred,tonnage,5992.0,%,3.70,NSR Canadian dollar per tonne,40,,Massive
Copper,inferred,tonnage,5992.0,%,2.83,NSR Canadian dollar per tonne,40,,Massive
Cobalt,inferred,tonnage,5992.0,%,0.14,NSR Canadian dollar per tonne,40,,Massive
Gold,inferred,tonnage,5992.0,g/t,0.09,NSR Canadian dollar per tonne,40,,Massive
Platinum,inferred,tonnage,5992.0,g/t,1.56,NSR Canadian dollar per tonne,40,,Massive
Palladium,inferred,tonnage,5992.0,g/t,2.83,NSR Canadian dollar per tonne,40,,Massive
Nickel,inferred,tonnage,5736.0,%,0.91,NSR Canadian dollar per tonne,40,,Net
Copper,inferred,tonnage,5736.0,%,3.64,NSR Canadian dollar per tonne,40,,Net
Cobalt,inferred,tonnage,5736.0,%,0.04,NSR Canadian dollar per tonne,40,,Net
Gold,inferred,tonnage,5736.0,g/t,0.18,NSR Canadian dollar per tonne,40,,Net
Platinum,inferred,tonnage,5736.0,g/t,0.80,NSR Canadian dollar per tonne,40,,Net
Palladium,inferred,tonnage,5736.0,g/t,2.97,NSR Canadian dollar per tonne,40,,Net
